name,type,id,level,play_cost,evolution_cost,evolution_color,evolution_level,xros_req,color,color2,digi_type,digi_type2,form,dp,attribute,rarity,stage,artist,main_effect,source_effect,alt_effect,series,pretty_url,date_added,tcgplayer_name,tcgplayer_id,set_name
Snatchmon,Digimon,BT21-058,4.0,6.0,3.0,,,,Black,,Unknown,LIBERATOR,,6000.0,Unknown,C,,,"[On Play] [When Digivolving] Reveal the top 3 cards of your deck. Add 1 card with [Vemmon] in its text among them to the hand. trash the rest. Then, you may place up to 2 [Vemmon] from your trash as 1 of your Digimon's bottom digivolution cards.","[All Turns] [Once Per Turn] When any [Vemmon] are returned to the bottom of the deck from this Digimon's digivolution cards, delete 1 of your opponent's Digimon with a play cost of 4 or less.",,Digimon Card Game,snatchmon-bt21-058,2025-03-16 12:03:12,Snatchmon,622749.0,['BT-21: Booster World Convergence']
Snimon,Digimon,ST9-10,4.0,6.0,2.0,Green,,,Green,,Insectoid,,,4000.0,Vaccine,C,,,"[Security] At the end of the battle, play this card without paying the cost.
[On Play] Suspend 1 of your opponent's Digimon.",,,Digimon Card Game,snimon-st9-10,2024-05-27 15:14:30,Snimon,268074.0,['ST-9: Starter Deck Ultimate Ancient Dragon']
SnowAgumon,Digimon,BT8-022,3.0,3.0,0.0,Blue,2.0,,Blue,,Dinosaur,,,2000.0,Vaccine,C,,,[On Play] Trash the top digivolution card of 1 of your opponent's Digimon.,,,Digimon Card Game,snowagumon-bt8-022,2024-05-27 15:14:30,SnowAgumon,268860.0,['BT-08: Booster New Awakening']
SnowAgumon,Digimon,EX3-016,3.0,3.0,0.0,,,,Blue,,Dinosaur,,,2000.0,Vaccine,C,,,"Inherited Effect [Opponent's Turn] When an opponent's Digimon with no digivolution cards would digivolve, increase the digivolution cost by 1.",,,Digimon Card Game,snowagumon-ex3-016,2024-05-27 15:14:30,SnowAgumon,452903.0,['EX-03: Theme Booster Draconic Roar']
SnowAgumon,Digimon,EX7-017,3.0,3.0,,,,,Blue,,Dinosaur,,,2000.0,Vaccine,C,,,"＜Iceclad＞ (Other than against Security Digimon, compare the number of digivolution cards instead of DP in this Digimon's battles.)",[When Attacking] [Once Per Turn] Trash the top digivolution card of 1 of your opponent's Digimon.,,Digimon Card Game,snowagumon-ex7-017,2024-05-27 15:14:30,SnowAgumon,564936.0,['EX-07: Extra Booster Digimon Liberator']
SnowGoblimon,Digimon,BT11-021,3.0,3.0,0.0,,,,Blue,,Demon,,,4000.0,Virus,C,,,,,,Digimon Card Game,snowgoblimon-bt11-021,2024-05-27 15:14:30,SnowGoblimon,477834.0,['BT-11: Booster Dimensional Phase']
Sociamon,Digimon,BT21-043,4.0,4.0,2.0,,,,Yellow,,SNS (App Name),,Sup.,4000.0,Social,C,Sup.,,"[Security] At the end of the battle, play this card without paying the cost.
[On Play] [When Digivolving] 1 of your opponent's Digimon gets -2000 DP until their turn ends.","Link Requirements [Link] [Appmon] trait: Cost 2 
(Plug this card from the hand or battle area sideways into the specified Digimon in the battle area.)",,Digimon Card Game,sociamon-bt21-043,2025-03-16 12:04:11,Sociamon,623915.0,['BT-21: Booster World Convergence']
Solarmon,Digimon,ST12-03,3.0,3.0,0.0,,2.0,,Red,,Machine,,Rookie,3000.0,Vaccine,C,Rookie,,[All Turns] Players can't reduce play costs.,,,Digimon Card Game,solarmon-st12-03,2024-05-27 15:14:30,Solarmon,286466.0,['ST-12: Starter Deck Jesmon']
Solarmon,Digimon,ST15-04,3.0,3.0,0.0,Black,2.0,,Black,,Machine,,Rookie,2000.0,Vaccine,C,Rookie,,"[On Play] Reveal the top card of your deck. If it is a black card, add it to your hand. Trash the rest.",,,Digimon Card Game,solarmon-st15-04,2024-05-27 15:14:30,Solarmon,519166.0,"['Demo Deck: ST-15', 'ST-15: Starter Deck Dragon of Courage']"
Solarmon,Digimon,BT20-047,3.0,3.0,0.0,,,,Black,,Machine,,,2000.0,Vaccine,C,,,"＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target.)",＜Reboot＞ (Unsuspend this Digimon during your opponent's unsuspend phase.),,Digimon Card Game,solarmon-bt20-047,2024-12-23 12:02:12,Solarmon,607347.0,"['BT-20: Booster Over the X', 'BT19-20: Special Booster Ver.2.5']"
Soloogarmon,Digimon,BT16-076,5.0,7.0,4.0,,,[Digivolve] Lv.4 w/[SoC] trait: Cost 3,Purple,Red,Dark Animal,X Antibody,,7000.0,Virus,U,,,"[When Digivolving] By trashing 2 cards in your hand, delete 1 of your opponent's 6000 DP or lower Digimon. If this effect didn't delete, you may play 1 level 4 or lower [SoC] trait Digimon card from your trash without paying the cost.
[All Turns] When one of your other [SoC] trait Digimon is deleted, this Digimon with an [SoC] trait Tamer card in its digivolution cards may digivolve into [Fenriloogamon] in the trash without paying the cost.","[End of Attack] [Once Per Turn] If your opponent has 1 or more memory, unsuspend this Digimon.",[Digivolve] Lv.4 w/[SoC] trait: Cost 3,Digimon Card Game,soloogarmon-bt16-076,2024-05-27 15:14:30,Soloogarmon,547745.0,['BT-16: Booster Beginning Observer']
Soloogarmon,Digimon,BT20-071,5.0,7.0,4.0,Red,,[Digivolve] [Loogarmon]/Lv.4 w/[SEEKERS] trait: Cost 3,Purple,Red,Dark Animal,X Antibody,,7000.0,Virus,C,,,"[On Play] [When Digivolving] By trashing 1 card in your hand, for the turn 1 of your Digimon gains ＜Raid＞ (When this Digimon attacks, you may switch the target of attack to 1 of your opponent's unsuspended Digimon with the highest DP.) and gets +3000 DP.
[All Turns] When Tamer cards are placed in this Digimon's digivolution cards, delete 1 of your opponent's Digimon with 6000 DP or less.",[Your Turn] This Digimon with the [SoC] or [SEEKERS] trait doesn't activate [Security] effects on Option cards it checks.,[Digivolve] [Loogarmon]/Lv.4 w/[SEEKERS] trait: Cost 3,Digimon Card Game,soloogarmon-bt20-071,2024-12-19 12:01:05,Soloogarmon,607343.0,"['BT-20: Booster Over the X', 'BT19-20: Special Booster Ver.2.5']"
Sora Takenouchi & Kari Kamiya,Tamer,ST20-12,,3.0,,,,,Red,Yellow,ADVENTURE,,,,,U,,,"[Start of Your Main Phase] If you have a Digimon with the [ADVENTURE] trait, gain 1 memory.
[Your Turn] When any Digimon cards with the [ADVENTURE] trait would be played from your hand, by suspending this Tamer, reduce the play cost by 1.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,sora-takenouchi-kari-kamiya-st20-12,2025-01-10 18:00:42,Sora Takenouchi & Kari Kamiya,618819.0,['ST-20: Starter Deck Protector of Light']
Sorcermon,Digimon,EX7-019,4.0,5.0,2.0,,,,Blue,,Wizard,Witchelny,,5000.0,Vaccine,C,,,"＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target.)
[On Play] If your opponent has no Digimon with digivolution cards, unsuspend 1 of your Digimon.",[When Attacking] [Once Per Turn] Trash the top digivolution card of 1 of your opponent's Digimon.,,Digimon Card Game,sorcermon-ex7-019,2024-05-27 15:14:30,Sorcermon,564940.0,['EX-07: Extra Booster Digimon Liberator']
Sorrow Blue,Option,ST2-14,,2.0,,,,,Blue,,,,,,,C,,,[Main] Choose 1 of your opponent's Digimon with no digivolution cards. That Digimon can't attack or block until the end of your opponent's next turn.,Security Effect [Security] Choose 1 of your opponent's Digimon with no digivolution cards. That Digimon can't attack or block until the end of your next turn.,,Digimon Card Game,sorrow-blue-st2-14,2024-05-27 15:14:30,Sorrow Blue,229786.0,['ST-2: Starter Deck Cocytus Blue']
Soulmon,Digimon,BT8-074,4.0,4.0,2.0,Purple,,,Purple,,Ghost,,,4000.0,Virus,C,,,"Inherited Effect [Your Turn] [Once Per Turn] When a card is trashed from your deck, gain 1 memory.",,,Digimon Card Game,soulmon-bt8-074,2024-05-27 15:14:30,Soulmon,268963.0,['BT-08: Booster New Awakening']
Soulmon,Digimon,BT11-078,4.0,5.0,2.0,,,,Purple,,Ghost,,,4000.0,Virus,C,,,"＜Retaliation＞ (When this Digimon is deleted after losing a battle, delete the Digimon it was battling.)
[All Turns] All of your Digimon with ＜Retaliation＞ get +2000 DP.",,,Digimon Card Game,soulmon-bt11-078,2024-05-27 15:14:30,Soulmon,477926.0,['BT-11: Booster Dimensional Phase']
Soulmon,Digimon,BT20-067,4.0,4.0,2.0,,,,Purple,,Ghost,,,4000.0,Virus,C,,,"[On Play] [When Digivolving] 1 of your Digimon gains ＜Retaliation＞ (When this Digimon is deleted after losing a battle, delete the Digimon it was battling.) until the end of your opponent's turn.","[On Deletion] By trashing 1 card in your hand, delete 1 of your opponent's level 4 or lower Digimon.",,Digimon Card Game,soulmon-bt20-067,2024-12-21 06:01:03,Soulmon,607350.0,"['BT-20: Booster Over the X', 'BT19-20: Special Booster Ver.2.5']"
Soundbirdmon,Digimon,BT4-078,3.0,3.0,0.0,Purple,2.0,,Purple,,Avian,,Rookie,1000.0,Virus,U,Rookie,,[When Attacking] You may trash 1 Option card in your hand to gain 1 memory.,,,Digimon Card Game,soundbirdmon-bt4-078,2024-05-27 15:14:30,Soundbirdmon,238185.0,['BT-04: Booster Great Legend']
Soundbirdmon,Digimon,EX9-046,3.0,3.0,0.0,,,,Black,,Avian,,,1000.0,Virus,C,,,[On Play] Reveal the top 3 cards of your deck. Add 1 card with [Negamon] in its text and 1 Digimon card with [Abbadomon] in its name among them to the hand. Return the rest to the bottom of the deck.,[All Turns] This Digimon gets +1000 DP.,,Digimon Card Game,soundbirdmon-ex9-046,2025-05-19 12:02:23,Soundbirdmon,632751.0,['EX-09: Extra Booster Versus Monsters']
Soundbirdmon,Digimon,BT10-072,3.0,3.0,0.0,,,,Purple,,Avian,,,1000.0,Virus,C,,,"[When Attacking] By placing 1 purple Digimon card from your hand under one of your Tamers, ＜Draw 1＞ (Draw 1 card from your deck.)
[On Deletion] ＜Save＞ (You may place this card under one of your Tamers.)","[Opponent's Turn] When this card is trashed from digivolution cards by an effect, gain 1 memory.",,Digimon Card Game,soundbirdmon-bt10-072,2024-05-27 15:14:30,Soundbirdmon,450364.0,['BT-10: Booster Xros Encounter']
Sourai,Option,EX3-067,,4.0,,,,,Blue,,,,,,,U,,,"[Main] Trash the top 4 digivolution cards of 1 of your opponent's Digimon. Until the end of your opponent's turn, all of your opponent's Digimon with no digivolution cards can't attack.",Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,sourai-ex3-067,2024-05-27 15:14:30,Sourai,452967.0,"['EX-03: Theme Booster Draconic Roar', 'PB-15: Digimon Card Game 3rd Anniversary Set']"
Spadamon,Digimon,BT10-059,3.0,4.0,1.0,Black,2.0,,Black,Red,Weapon,Legend-Arms,,2000.0,Free,U,,,"[On Play] By placing this Digimon under 1 of your Digimon with the [Legend-Arms] or [Xros Heart] trait as its bottom digivolution card, ＜De-Digivolve 1＞ 1 of your opponent's Digimon. (Trash the top card. You can't trash past level 3 cards.)",[When Attacking] [Once Per Turn] Reveal the top 3 cards of your deck. Add 1 card with the [Legend-Arms] or [Xros Heart] trait among them to your hand. Place the rest at the bottom of your deck in any order.,,Digimon Card Game,spadamon-bt10-059,2024-05-27 15:14:30,Spadamon,286777.0,['BT-10: Booster Xros Encounter']
Sparrowmon,Digimon,BT19-057,3.0,4.0,1.0,,,[Digivolve] Lv.2 w/[Twilight]/[Xros Heart] trait: Cost 0,Black,Purple,Avian,Twilight,,2000.0,Data,C,,,"[When Attacking] This Digimon may digivolve into [RaptorSparrowmon] under your Tamers without paying the cost.
[On Deletion] ＜Save＞ (You may place this card under one of your Tamers.)","[Your Turn] This Digimon with the [Xros Heart] trait gains ＜Collision＞ (During this Digimon's attack, all of your opponent's Digimon gain ＜Blocker＞, and must block if possible.).",[Digivolve] Lv.2 w/[Twilight]/[Xros Heart] trait: Cost 0,Digimon Card Game,sparrowmon-bt19-057,2024-09-09 08:05:28,Sparrowmon,607299.0,"['BT-19: Booster Xros Evolution', 'BT19-20: Special Booster Ver.2.5']"
Spencer Damon,Tamer,BT13-099,,3.0,,,,,Yellow,,,,,,,U,,,"[All Turns] [Once Per Turn] When your yellow Digimon is suspended, 1 of your opponent's Digimon gets -1000 DP until the end of your opponent's turn.
[End of Your Turn] [Once Per Turn] If the total cards in both players' security stacks is 6 or less, until the end of your opponent's turn, treat this Tamer as a 3000 DP Digimon that can't digivolve and gains ＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target.).",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,spencer-damon-bt13-099,2024-05-27 15:14:30,Spencer Damon,504293.0,['BT-13: Booster Versus Royal Knights']
Spider Shooter,Option,BT2-105,,3.0,,,,,Black,,,,,,,U,,,[Main] ＜De-Digivolve 1＞ 1 of your opponent's Digimon. (Trash the top card. You can't trash past level 3 cards.),Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,spider-shooter-bt2-105,2024-05-27 15:14:30,Spider Shooter,229952.0,"['BT-02: Booster Ultimate Power', 'BT01-03: Release Special Booster Ver.1.0', 'BTC-01: Booster Ultimate Evolution']"
Spiking Strike,Option,BT12-105,,3.0,,,,,Green,,,,,,,C,,,"[Main] Until the end of your opponent's turn, 1 of your opponent's Digimon gains ""[On Deletion] Trash the top card of your security stack."" Then, if you have a blue Digimon in play, you may play 1 green level 4 or lower Digimon card with the [Free] trait from your hand without paying the cost.",Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,spiking-strike-bt12-105,2024-05-27 15:14:30,Spiking Strike,493621.0,['BT-12: Booster Across Time']
Spinomon,Digimon,BT4-018,6.0,10.0,2.0,Red,5.0,,Red,,Dinosaur,,Mega,10000.0,Virus,U,Mega,,[Your Turn] This Digimon gets +3000 DP.,,,Digimon Card Game,spinomon-bt4-018,2024-05-27 15:14:30,Spinomon,238102.0,['BT-04: Booster Great Legend']
Spinomon,Digimon,BT8-056,6.0,10.0,3.0,,,,Green,Red,Dinosaur,,,13000.0,Virus,C,,,,,,Digimon Card Game,spinomon-bt8-056,2024-05-27 15:14:30,Spinomon,268896.0,['BT-08: Booster New Awakening']
Spiral Masquerade,Option,BT5-099,,4.0,,,,,Yellow,,,,,,,U,,,"[Main] For each Digimon you have in play, activate the effect below.
・1 of your opponents Digimon gets -3000 DP for the turn.",Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,spiral-masquerade-bt5-099,2024-05-27 15:14:30,Spiral Masquerade,245180.0,['BT-05: Booster Battle Of Omni']
Spiral Sword,Option,BT2-103,,1.0,,,,,Black,,,,,,,C,,,[Main] 1 of your Digimon gets +3000 DP for the turn.,Security Effect [Security] Unsuspend 1 of your Digimon with ＜Blocker＞.,,Digimon Card Game,spiral-sword-bt2-103,2024-05-27 15:14:30,Spiral Sword,229963.0,"['BT-02: Booster Ultimate Power', 'BT01-03: Release Special Booster Ver.1.0', 'BTC-01: Booster Ultimate Evolution']"
Spirit Evolution!,Option,BT21-091,,3.0,,,,,Red,,Ten Warriors,,,,,C,,,"While you have a Tamer with inherited effects, you can ignore this card's color requirements.
[Main] By trashing 1 card with the [Hybrid] trait from your hand, ＜Draw 2＞ (Draw 2 cards from your deck.) Then, place this card in the battle area.
[All Turns] When any of your Tamers with inherited effects are played, ＜Delay＞ (By trashing this card after the placing turn, activate the effect below.)
・1 of your Tamers may digivolve into a Digimon card with the [Hybrid] trait in the hand without paying the cost.","Security Effect [Security] You may play 1 Tamer card with inherited effects from your hand or trash without paying the cost. Then, add this card to the hand.",,Digimon Card Game,spirit-evolution-bt21-091,2025-03-06 12:02:40,Spirit Evolution!,622269.0,['BT-21: Booster World Convergence']
Starlight Explosion,Option,ST1-14,,2.0,,,,,Red,,,,,,,C,,,[Main] All of your Security Digimon get +7000 DP until the end of your opponent's next turn.,Security Effect [Security] All of your Security Digimon get +7000 DP for the turn.,,Digimon Card Game,starlight-explosion-st1-14,2024-05-27 15:14:30,Starlight Explosion,229769.0,['ST-1: Starter Deck Gaia Red']
Starlight Velocity,Option,BT7-096,,3.0,,,,,Blue,,,,,,,U,,,[Main] You may play 1 Tamer card or 1 Digimon card with the [Hybrid] trait from one of your Digimon's digivolution cards as a Tamer or another Digimon without paying its memory cost.,Security Effect [Security] You may play 1 [Koji Minamoto] from your hand or trash without paying its memory cost.,,Digimon Card Game,starlight-velocity-bt7-096,2024-05-27 15:14:30,Starlight Velocity,260896.0,['BT-07: Booster Next Adventure']
Starmon,Digimon,BT9-035,4.0,4.0,2.0,,,,Yellow,,Mutant,,,6000.0,Data,C,,,,,,Digimon Card Game,starmon-bt9-035,2024-05-27 15:14:30,Starmon,277846.0,['BT-09: Booster X Record']
Starmon,Digimon,EX7-026,4.0,4.0,2.0,,,[Digivolve] Lv.3 w/[NSp] trait: Cost 2,Yellow,,Mutant,NSp,,4000.0,Data,C,,,[On Play] [When Digivolving] 1 of your opponent's Digimon gets -3000 DP for the turn.,"＜Barrier＞ (When this Digimon would be deleted in battle, by trashing the top card of your security stack, prevent that deletion.)",[Digivolve] Lv.3 w/[NSp] trait: Cost 2,Digimon Card Game,starmon-ex7-026,2024-05-27 15:14:30,Starmon,564953.0,['EX-07: Extra Booster Digimon Liberator']
Starmons,Digimon,BT5-035,3.0,3.0,0.0,Yellow,2.0,,Yellow,,Major,,Rookie,1000.0,Data,C,Rookie,,"[On Play] For each Digimon you have in play, 1 of your opponent's Digimon gets -1000 DP for the turn.",,,Digimon Card Game,starmons-bt5-035,2024-05-27 15:14:30,Starmons,245745.0,['BT-05: Booster Battle Of Omni']
Starmons,Digimon,BT10-029,3.0,3.0,0.0,,2.0,[Digivolve] Lv.2 w/[Xros Heart] trait: Cost 0,Yellow,,Major,Xros Heart,,1000.0,Data,C,,,[On Deletion] ＜Save＞ (You may place this card under one of your Tamers.),"[When Attacking] If this Digimon has [Shoutmon] in its name, ＜Draw 1＞ (Draw 1 card from your deck.)",[Digivolve] Lv.2 w/[Xros Heart] trait: Cost 0,Digimon Card Game,starmons-bt10-029,2024-05-27 15:14:30,Starmons,285691.0,['BT-10: Booster Xros Encounter']
Starmons,Digimon,BT19-031,3.0,4.0,1.0,,,[Digivolve] Lv.2 w/[Xros Heart] trait: Cost 0,Yellow,Red,Major,Xros Heart,,1000.0,Data,C,,,"＜Decoy ([Xros Heart] trait)＞ (When your other [Xros Heart] trait Digimon would be deleted by an opponent's effect, you may delete this Digimon to prevent 1 of those Digimon's deletion.)
[On Deletion] You may play 1 [ShootingStarmon] from under your Tamers without paying the cost. Then, place 1 [Starmons] and 1 [Pickmons] from your trash as that Digimon's bottom digivolution cards.","[When Attacking] [Once Per Turn] If this Digimon has the [Xros Heart] trait, 1 of your opponent's Digimon gets -2000 DP for the turn.",[Digivolve] Lv.2 w/[Xros Heart] trait: Cost 0,Digimon Card Game,starmons-bt19-031,2024-09-09 08:06:38,Starmons,607302.0,"['BT-19: Booster Xros Evolution', 'BT19-20: Special Booster Ver.2.5']"
Startling Thunder,Option,BT9-096,,4.0,,,,,Blue,,,,,,,C,,,"[Main] Return 1 of your opponent's level 4 or lower Digimon to its owner's hand. Then, if you have a Digimon in play with [Jellymon] in its name or with [Jellymon] in its digivolution cards, return 1 of your opponent's Tamers to its owner's hand.",Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,startling-thunder-bt9-096,2024-05-27 15:14:30,Startling Thunder,277732.0,['BT-09: Booster X Record']
Stefilmon,Digimon,BT7-039,5.0,8.0,3.0,Yellow,4.0,,Yellow,,Beastkin,,,7000.0,Data,U,,,"[When Digivolving] If this Digimon has 1 digivolution card, you may place up to 2 level 4 or lower yellow Digimon cards from your hand at the bottom of this Digimon's digivolution cards in any order. Then, ＜Draw 1＞ (Draw 1 card from your deck.) for each Digimon card you placed.","[Your Turn] When this card is trashed due to activating this Digimon's ＜Digi-Burst＞, 1 of your Digimon gains ＜Security A. +1＞ (This Digimon checks 1 additional security card.) for the turn.",,Digimon Card Game,stefilmon-bt7-039,2024-05-27 15:14:30,Stefilmon,264334.0,['BT-07: Booster Next Adventure']
Stingmon,Digimon,ST9-09,4.0,4.0,2.0,Green,3.0,,Green,,Insectoid,,,4000.0,Free,U,,,"When you would play this card from your hand, if you have a blue Digimon in play, reduce its play cost by 1.","[When Attacking] If you have a blue Digimon in play, ＜Draw 1＞ (Draw 1 card from your deck.)",,Digimon Card Game,stingmon-st9-09,2024-05-27 15:14:30,Stingmon,268073.0,"['Demo Deck: Imperialdramon', 'ST-9: Starter Deck Ultimate Ancient Dragon']"
Stingmon,Digimon,EX1-038,4.0,6.0,2.0,Green,,,Green,,Insectoid,,,5000.0,Free,C,,,"＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would.)","[Your Turn] While this Digimon has [Imperialdramon] in its name or [Free] trait, it gains ＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would.)",,Digimon Card Game,stingmon-ex1-038,2024-05-27 15:14:30,Stingmon,256985.0,['EX-01: Theme Booster Classic Collection']
Stingmon,Digimon,BT12-050,4.0,4.0,2.0,Green,3.0,,Green,,Insectoid,,Champion,4000.0,Free,U,Champion,,"[Your Turn] When this Digimon would DNA digivolve into a blue Digimon card, gain 1 memory.","[Your Turn] While this Digimon has [Imperialdramon] in its name or the [Free] trait, it gains ＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would.).",,Digimon Card Game,stingmon-bt12-050,2024-05-27 15:14:30,Stingmon,491235.0,"['BT-12: Booster Across Time', 'Demo Deck: Imperialdramon']"
Stingmon,Digimon,BT16-041,4.0,4.0,3.0,Red,,[Digivolve] [Wormmon]: Cost 2,Green,Purple,Insectoid,,,4000.0,Free,U,,,"＜Retaliation＞ (When this Digimon is deleted after losing a battle, delete the Digimon it was battling.)
[On Play] [When Digivolving] Suspend 1 of your opponent's Digimon.",[When Attacking] [Once Per Turn] Suspend 1 of your opponent's Digimon.,[Digivolve] [Wormmon]: Cost 2,Digimon Card Game,stingmon-bt16-041,2024-05-27 15:14:30,Stingmon,546690.0,['BT-16: Booster Beginning Observer']
Stingmon,Digimon,BT20-066,4.0,4.0,2.0,,,,Purple,,Insectoid,,,4000.0,Free,C,,,"[On Play] [When Digivolving] Delete 1 of your opponent's level 3 Digimon. Then, if it's your turn, 2 of your Digimon may DNA digivolve into a Digimon card with [Imperialdramon] in its name or the [Free] trait in the hand.","＜Retaliation＞ (When this Digimon is deleted after losing a battle, delete the Digimon it was battling.)",,Digimon Card Game,stingmon-bt20-066,2025-01-16 12:02:31,Stingmon,610960.0,"['BT-20: Booster Over the X', 'BT19-20: Special Booster Ver.2.5']"
Strabimon,Digimon,BT4-023,3.0,3.0,0.0,Blue,2.0,,Blue,,Beastkin,,Hybrid,2000.0,Variable,C,Hybrid,,[On Play] Reveal the top 3 cards of your deck. Add 1 Digimon card with the [Hybrid] trait and 1 blue Tamer card among them to your hand. Place the remaining cards at the bottom of your deck in any order.,,,Digimon Card Game,strabimon-bt4-023,2024-05-27 15:14:30,Strabimon,238110.0,['BT-04: Booster Great Legend']
Strabimon,Digimon,BT6-022,3.0,4.0,0.0,,,,Blue,,Beastkin,,Hybrid,3000.0,Variable,C,Hybrid,,"Inherited Effect [When Attacking] [Once Per Turn] If this Digimon has the [Hybrid] or [Ten Warriors] trait, gain 1 memory.",,,Digimon Card Game,strabimon-bt6-022,2024-05-27 15:14:30,Strabimon,249726.0,['BT-06: Booster Double Diamond']
Strabimon,Digimon,BT17-020,3.0,3.0,0.0,,,,Blue,,Beastkin,,Hybrid,1000.0,Variable,C,Hybrid,,[On Play] Reveal the top 3 cards of your deck. Add 1 card with the [Hybrid] or [Ten Warriors] trait and 1 Tamer card with an inherited effect among them to the hand. Return the rest to the bottom of the deck.,[When Attacking] [Once Per Turn] You may play 1 Tamer card with an inherited effect from your hand with the play cost reduced by 2.,,Digimon Card Game,strabimon-bt17-020,2024-05-27 15:14:30,Strabimon,559710.0,['BT-17: Booster Secret Crisis']
Strikedramon,Digimon,EX2-032,4.0,5.0,2.0,Black,,,Black,,Dragonkin,,,5000.0,Vaccine,C,,,[When Digivolving] Reveal the top 4 cards from the top of your deck. Add 1 black Tamer card among them to your hand. Place the remaining cards at the bottom of your deck in any order.,"[When Attacking] [Once Per Turn] If you have 2 or more black Tamers in play, gain 1 memory.",,Digimon Card Game,strikedramon-ex2-032,2024-05-27 15:14:30,Strikedramon,274951.0,['EX-02: Theme Booster Digital Hazard']
Strikedramon,Digimon,BT19-060,4.0,5.0,2.0,,,,Black,,Dragonkin,,,5000.0,Vaccine,C,,,"[When Digivolving] If you have 1 or fewer Tamers, you may play 1 [Ryo Akiyama] from your hand without paying the cost.",[All Turns] This Digimon gets +1000 DP.,,Digimon Card Game,strikedramon-bt19-060,2024-09-11 12:01:26,Strikedramon,607289.0,"['BT-19: Booster Xros Evolution', 'BT19-20: Special Booster Ver.2.5']"
Submarimon,Digimon,BT8-023,4.0,4.0,3.0,Blue,,[Digivolve] [Armadillomon]: Cost 2,Blue,Yellow,Aquatic,,Armor Form,4000.0,Free,U,Armor Form,,"＜Armor Purge＞ (When this Digimon would be deleted, you may trash the top card of this Digimon to prevent that deletion.)
[When Digivolving] Trash the bottom digivolution card of 1 of your opponent's Digimon. Then, 1 of your opponent's Digimon with no digivolution cards gets -3000 DP for the turn.",,[Digivolve] [Armadillomon]: Cost 2,Digimon Card Game,submarimon-bt8-023,2024-05-27 15:14:30,Submarimon,268861.0,"['BT-08: Booster New Awakening', ""Tamer's Selection Box Evolution Cup 2022""]"
Suijinmon,Digimon,BT9-029,6.0,11.0,3.0,,,,Blue,Black,Machine,,,11000.0,Data,U,,,"[Hand] [Main] If you have a Digimon with [Justimon] or [Raidenmon] in its name in play, you may pay 1 memory to place this card under that Digimon as its bottom digivolution card.
[When Digivolving] You may trash 1 Digimon card with the [Machine] or [Cyborg] trait in your hand to place 1 of your opponent's level 4 or lower Digimon to the bottom of its owner's deck.",[When Attacking] Return 1 of your opponent's level 4 or lower Digimon to its owner's hand.,,Digimon Card Game,suijinmon-bt9-029,2024-05-27 15:14:30,Suijinmon,277831.0,['BT-09: Booster X Record']
Suka's Curse,Option,BT14-097,,3.0,,,,,Black,Yellow,,,,,,U,,,"[Main] 1 of your non-white Digimon may digivolve into a Digimon card with [Sukamon] in its name in your hand without paying the cost, ignoring its digivolution requirements.","Security Effect [Security] Until the end of your turn, change 1 of your opponent's Digimon into being white and having 3000 DP and an original name of [Sukamon]",,Digimon Card Game,suka-s-curse-bt14-097,2024-05-27 15:14:30,Suka's Curse,524960.0,['BT-14: Booster Blast Ace']
Sukamon,Digimon,BT3-063,4.0,3.0,2.0,Black,3.0,,Black,,Abnormal,,Champion,1000.0,Virus,C,Champion,,[On Deletion] Reveal the top 3 cards of your deck. You may play 1 [Chuumon] among them without paying its memory cost. Place the remaining cards on the bottom of your deck in any order.,,,Digimon Card Game,sukamon-bt3-063,2024-05-27 15:14:30,Sukamon,231753.0,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5', 'Illustration Competition Promotion Pack 2023']"
Sukamon,Digimon,EX9-049,4.0,3.0,2.0,,,[Digivolve] Lv.3 w/[DM] trait: Cost 2,Black,,Abnormal,DM,,3000.0,Virus,U,,,"[End of Your Turn] [Once Per Turn] By placing 3 Digimon cards with the [Ver.3] trait from your trash face down as this Digimon's bottom digivolution cards, it may digivolve into a Digimon card with the [Ver.3] trait in the hand or trash.","＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target.)",[Digivolve] Lv.3 w/[DM] trait: Cost 2,Digimon Card Game,sukamon-ex9-049,2025-05-11 12:00:42,Sukamon,631078.0,['EX-09: Extra Booster Versus Monsters']
